웹툰ID,제목,url,thumbnailurl,카피문구,성인여부,요일,시놉시스,키워드리스트,글작가,그림작가,원작가
4450,이혼당할 준비 완료했습니다,https://webtoon.kakao.com/content/이혼당할-준비-완료했습니다/4450,https://kr-a.kakaopagecdn.com/P/C/4450/c1/2x/015d9562-7b16-49f1-a828-bcf904e623c8.png,"착하고 다정한 부인,
절대 놓치지 말아야지.",False,토,"어린 남주를 학대하는, 남주의 전 부인에 빙의했다.
원작대로라면 남주는 전쟁터에서 망국의 공주와 사랑에 빠져 그녀를 데려올 것이다!

남편이 공을 세우고 돌아오니 그제야 매달리며 패악을 부리는 원작과 달리,
나는 얌전히 이혼을 당할 생각이다.

어린 남편을 막냇동생 대하듯 잘 키워 전쟁터로 보내고,
그러는 김에 돈도 좀 챙기고, 영지도 잘 꾸려나갔다.
또 원작처럼 불치병에 걸려 죽기 싫어서 치료제도 개발했다.

이제 남은 건 이혼당하는 것뿐!

***

그런데 돌아온 꼬마남편, 아니 엄청 커버린 남편의 반응이 이상하다.

""내가 전쟁터를 구르는 동안, 부인은 도망갈 준비를 하셨군요.""

그가 커다란 손으로 허리를 휘감으며 위험하게 웃었다.

""그새 바람이라도 난 겁니까?""

예쁘게 올라간 입꼬리와 달리, 눈은 뜨겁게 불타고 있었다.

아니…… 저기, 나 이혼당할 준비 끝냈는데…….


#선육아 후연애 #착각계
#키웠다가 잡아먹히는 여주 #여주 앞에서는 순진한 척 하는 대형견 남주","따뜻한, 귀여운, 로맨스 판타지, 육아물, ROMANCE_FANTASY",창만,환희,양과람
4451,BJ악역영애,https://webtoon.kakao.com/content/BJ악역영애/4451,https://kr-a.kakaopagecdn.com/P/C/4451/c1/2x/53c51229-886a-49c1-9aa9-d2fff3925482.png,"생존 로맨스 스트리밍 
시작합니다",False,일,"출시를 앞둔 역하렘 게임 <신의 유희>의 개발자였던 나.
어느 날 갑자기 정신을 잃고 눈을 떴을 때, 내가 만들고 있던 게임의 악역 공녀 [테레제]에 빙의해 있다.

[방송을 시작합니다.]

방송 설정은 내가 만든 게임에 없는 설정이었다.
혼란에 빠진 내 앞에 새빨간 양복을 입은 무지개색 머리의 남자가 나타났다.

“저는 채널 관리자인 오즈월드입니다. 당신이 살던 세계로 빗댄다면 방송국 PD 같은 거죠. 단, 대상이 인간이 아닌 성좌님들이라는 점이 조금 다르지만요.”

채널 관리자가 손가락을 튕기자, 퀘스트가 떴다.

[퀘스트: <신의 유희> 하드 모드로 진엔딩 보기]
▸보상: 방송 종료
▸실패: 사망

진엔딩의 조건은 4명의 남자주인공 중 하나와 이어지는 것.
하지만 내가 빙의한 [테레제]는 모든 남주와의 상성이 최악이자 그들 손에 죽는 사망 루트만 수십 개인 악역이란 말이야!

“부디 대형 채널의 BJ가 되길 바랍니다.”

과연 내가 무사히 방송을 종료하고 이 게임에서 도망칠 수 있을까?","궁금하게 하는, 몰입되는, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",빗잘,나린,한이림
4452,윈터벨,https://webtoon.kakao.com/content/윈터벨/4452,https://kr-a.kakaopagecdn.com/P/C/4452/c1/2x/da41d28d-adb9-42b0-9691-7271112e9a30.png,"지독한 권태에 빠진 겨울의 수호룡,
세상을 돌아볼 결심을 하다.",False,화,"	
[매주 화요일 업데이트]

세계의 조율을 위해 부름 받은 사계절의 용, 그중 겨울의 수호룡 ‘세헤르비안 윈터벨’. 그는 겨울의 특성으로 늘 공포와 저주의 소원만을 비는 세상에 지쳐 권태에 빠져 지내게 된다. 그러던 중 자신을 오랫동안 지켜봐준 용사제 ‘로운’이 죽자, 그의 소원대로 세상을 돌아볼 결심을 하게 되는데….

“당신께서 좀 더 많은 세상을 알아가셨으면 좋겠습니다. 나의 용, 윈터벨.”

*원작 : 공든탑 [웹소설] 윈터벨","환상적인, 따뜻한, 판타지 드라마, 로드무비, FANTASY_DRAMA",SIOT,빌런돈까스,공든탑
4453,무신의 후계자가 되었다,https://webtoon.kakao.com/content/무신의-후계자가-되었다/4453,https://kr-a.kakaopagecdn.com/P/C/4453/c1/2x/e71c7ca1-db74-4646-bdf2-d05fcf2d53ce.png,"고이다 못해 석유가 되어 버린
고인물의 레전드 플레이가 시작된다!",False,일,"어느 날 뜬금없이 게임 속 주인공이 되었다.
그런데 이 주인공, 볼수록 한숨만 나온다.
스탯 최하, 재능 최악, 인맥 전무
하지만……

-[천무지체]를 습득하셨습니다.
-[무신의 서]의 주인이 되었습니다.

“그래서 어쩌라고? 내가 바로 고인물이야!”

고이다 못해 석유가 되어 버린
고인물의 레전드 플레이가 시작된다!","발랄한, 웃기는, 학원/판타지, 로맨틱코미디물, SCHOOL_ACTION_FANTASY",,지욱,그루밤
4454,몰락한 왕녀에게는 회귀가 필요합니다,https://webtoon.kakao.com/content/몰락한-왕녀에게는-회귀가-필요합니다/4454,https://kr-a.kakaopagecdn.com/P/C/4454/c1/2x/29fd8b2c-e532-4be4-af1d-150ac5b7d4b2.png,"운명을 거슬러 과거를 바꾸고
행복한 미래를 만들 수 있을까?",False,목,"폭군 살인귀, 윈터 황제 폐하와의 로맨스는 상상할 수조차 없었다.
왜냐고?
이곳은 바로…….

원탑 남주 윈터가 다 해 먹는 판타지 소설 속이었으니까!

“아이를 포기하십시오. 저주받은 아이가 태어날 징조입니다.”

왕국을 몰락시킬 것이라는 예언가의 말과 함께
저주받은 왕녀, 에스텔라에 빙의되었다.

에스텔라가 목숨을 부지할 방법은 단 하나!

‘윈터의 모래시계를 훔쳐서…… 내가 먼저 회귀해야 해.’

그런데 왜.

“내일 밤, 내 침소로 오거라.”
“누가 네게 그런 망언을 했느냐? 입을 찢어주지.”
“여기부터 저기까지 다 죽여주면 되겠느냐?”

폐하, 도대체 저한테 왜 이러세요?
덜덜덜. 살인귀 남주가 이상하게 흑화한 듯합니다.","설레는, 통쾌한, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",스튜디오0103,스튜디오0103,정든
4455,최강 던전을 위하여,https://webtoon.kakao.com/content/최강-던전을-위하여/4455,https://kr-a.kakaopagecdn.com/P/C/4455/c1/2x/5279f86f-b031-404f-958c-e5095ed2d7e3.png,"대마왕 따위는 관심없는
켈라의 던전 제작기!",False,수,"불의의 사고로 목숨을 잃고 어느 이세계의 대마왕에 아들로 환생한 강치우!
유명 맵 제작자였던 전생과 달리, 이곳에선 켈라라는 이름의 찌질이 마족이 되어버렸다.
하지만 마법이 실존하는 이세계와 켈라의 잠재력을 깨우친 치우는 이전 세계에서 이루지 못했던 현실에
자신의 꿈의 맵을 만든다는 목표를 이루려 하는데… 시도때도 없이 자신을 죽이려는 형제들과 수많은 위협들,
대마왕을 계승하라는 주변의 눈초리를 모두 막아내고
켈라는 자신만의 맵을 만들 수 있을 것인가.","통쾌한, 역동적인, 판타지 드라마, 환생물, FANTASY_DRAMA",네스티캣,"POP, 슈퍼코믹스스튜디오",
4456,소꿉친구가 대마법사라서 괴로워요!,https://webtoon.kakao.com/content/소꿉친구가-대마법사라서-괴로워요/4456,https://kr-a.kakaopagecdn.com/P/C/4456/c1/2x/9d1bd116-57de-4006-ad72-5ea66ae35d13.png,"나만 바라보는 소꿉친구의 
무한 플러팅! 인생... 참 괴롭다.",False,수,"댕댕미 넘치는 대마법사 '랜드시어'와
타인의 속마음이 들리는 시니컬 영애 '스카일라'의
좌충우돌 로맨틱 코미디!

***

내 소꿉친구는 황국의 대마법사 '랜드시어'.

정확히 말하자면,
자신의 강한 마력을 제대로 통제하지 못해
간혹 폭주하기도 하는 대마법사.

그 '랜드시어'가 나에게 끊임없는 플러팅을 한다.

“스카일라, 생일 선물로 이 황국… 가질래?
내가 널 황제로 만들어 줄게!”

나는 오늘도 이 소꿉친구 녀석이 폭주하지 않도록 동분서주하느라
인생… 참 괴롭다.","발랄한, 웃기는, 로맨스 판타지, 로맨틱코미디물, ROMANCE_FANTASY",강주연(악어스튜디오),금계수(악어스튜디오),엘림
4457,미친 세계의 엑스트라,https://webtoon.kakao.com/content/미친-세계의-엑스트라/4457,https://kr-a.kakaopagecdn.com/P/C/4457/c1/2x/fbe87c18-386f-4652-a472-b741fa8cc834.png,"선택지는 미치거나 뒈지거나!
살고 싶은 엑스트라의 생존 플레이!",False,화,"“이 거지 같은 세계에 버려지다니!”

무려 800화 이상 연재되며 독자들에게
욕을 푸짐히도 들어먹은 ‘칠색 세계의 연대기’.

온갖 막장 요소와 끝도 없이 강해지는 몬스터,
툭하면 주인공을 죽이려 하는 히로인들이 판치는 미친 세계.

‘근데 이딴 세계에 나 혼자 빙의됐다고?’

이름조차 듣보잡인 ‘루디안’이 돼버린 나는
우연히 주운 눈깔 괴물 아디,
그리고 마검 디아블로와 함께
이 미친 세계를 접수하기로 했다.

이제 진짜 막장 플레이, 제대로 가보자고!


#막장소설_빙의 #병맛 #먼치킨 #상태창 #생존?_그런_거_없음","웃기는, 궁금하게 하는, 학원/판타지, 빙의물, SCHOOL_ACTION_FANTASY",모레,JINGU,쥬레이
4458,TOP 100 영애,https://webtoon.kakao.com/content/TOP-100-영애/4458,https://kr-a.kakaopagecdn.com/P/C/4458/c1/2x/2b278115-bb6b-40f7-94df-c77182fa340d.png,"100명의 영애들이 
벌이는 랭킹 1위 쟁탈전",False,금,"로맨스 판타지 게임에 100명의 영애가 빙의됐다.
각자의 활약에 따라 게임 내 랭킹이 결정된다!
그렇게, 피 튀기는 경쟁이 시작됐……을 줄 알았는데?!

""현생도 피곤해 죽겠는데 중세에서 웬 경쟁이냐.
어떻게 얻은 빙의 기회인데, 당연히 이 세계를 즐겨야지!""

빙의한 김에 화려한 로판 귀족 생활을 즐기면서
서로 상부상조하며 놀고 먹는 영애들.

그들 사이에 끈끈한 우애와 의리가 쌓이던 와중,
우승자를 위한 보상이 밝혀진다.

[20억. 랭킹 1위를 하시면 현생에서 20억을 드립니다.]

""그깟 돈으로 우리들의 우정에 금이 갈 것 같아?!""

[거기에, 잘생긴 남주들이 기다리고 있습니다.]

""…….""

[그것도…… 세 명이나.]

그런 보상이 있었으면 빨리 말씀해 주셨어야죠❤

님도 보고 뽕도 따고, 남주도 보고 20억도 따고!
100명의 영애들이 벌이는 랭킹 1위 쟁탈전💗","유머러스한, 발랄한, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",혹등고래,해달,김서하
4459,캐스팅 신데렐라,https://webtoon.kakao.com/content/캐스팅-신데렐라/4459,https://kr-a.kakaopagecdn.com/P/C/4459/c1/2x/1699de44-fc18-49e5-99c3-06bf7b885693.png,"[속보]
재벌X톱스타의 위장결혼",False,토,"대한민국 최고의 톱스타.
배우 서사라.

""십 년 동안 배우로 먹고살면서 뭐가 제일 늘었을 것 같아요?""
""글쎄요. 연기?""
""인내심이랑 정신병이에요.""

연예계에서 10년을 버티며 웬만한 사건은 다 겪었다고 생각했건만.

""윤승태입니다""

유능하고 잘생긴 재벌 3세가 생각지도 못한 제안을 가져왔다!

""다음에도 만날 수 있을까요?""
""그게 꼭 협박처럼 들리는데. 제가 잘못 이해하고 있는 거죠?""
""제안 드리는 것뿐입니다. 상부상조할 수 있는.""

자신의 인생에 사라를 캐스팅하려는 남자.

""진짜 신데렐라 같네.
구두 두고 간 것처럼 귀걸이 두고 갔잖아요.
왕자는 아니지만 이 귀걸이를 남기고 간 신데렐라는 찾고 있거든요.""

그가 기획한 이 이야기의 장르는,

""다행이네요.
귀에 구멍만 있으면 개나 소나 맞을 테니까.""

과연 로맨틱 코미디…일까?","설레는, 따뜻한, 로맨스, 로맨틱코미디물, ROMANCE",솜탕,"스튜디오 파노라마, 트저디",안로테
4460,마계 아카데미의 실눈 악역,https://webtoon.kakao.com/content/마계-아카데미의-실눈-악역/4460,https://kr-a.kakaopagecdn.com/P/C/4460/c1/2x/545cb32a-4b4c-4fa0-bc73-610cc2a1eab0.png,"실눈의 악역이 되어 눈을 떴다.
악역의 엔딩은… 다시 뒤집힌다.",False,일,"완결을 앞둔 소설의 마지막 장면.
최강의 악역이 초라하게 죽었다.
하지만 그것이 끝이 아니었다.

""결국, 이렇게 죽는군요.""

작가였던 나는,
마지막까지도 이해받지 못한 실눈의 악역이 되어 눈을 떴다.

무너진 가문.
복수를 위해 버려야 했던 모든 것.
그리고, 예정된 파멸.

이제, 내가 직접 써 내려간다.
악역의 엔딩은… 다시 뒤집힌다.","환상적인, 압도되는, 판타지 드라마, 차원이동물, FANTASY_DRAMA",바오밥,천진희,아회
4461,처음이라 몰랐던 것들,https://webtoon.kakao.com/content/처음이라-몰랐던-것들/4461,https://kr-a.kakaopagecdn.com/P/C/4461/c1/2x/f3248842-4cd0-42d7-a415-1b58d6e471f3.png,"우리에게는 그 시절이 처음이라서,
그리고 이런 사랑은 처음이라서",False,금,"위대한 시계 장인들의 딸이며
영웅, 빅토르 함장의 아내인 스칼렛 덤펠트.
그녀는 경찰청에서 취조를 받던 중,
빅토르의 왕실 복귀를 반대하는 자들에 의해 기억을 잃게 된다.

""나가실 때쯤에는,
여기서 있었던 일을 기억하지 못하실 겁니다.”

사라진 일주일 간의 기억.
그리고 신문에 대서특필된
빅토르가 숨겨온 비밀.

""당신은 나를 배신한 거야.""


아무것도 떠오르지 않아 해명조차 할 수 없었던 스칼렛은
결국 빅토르와 이혼을 결심한다.
그 후, 시계공이 되어 새로운 삶을 시작한 스칼렛의 곁을
그가 낯선 표정으로 맴돌기 시작하는데…

""왜 자꾸 찾아오는 거야?""
""내가 찾아오는 게 싫다면, 돌아오면 되잖아.

난 널 되찾을 생각이야.""


사랑이 낯선 이들의 애잔한 쌍방 구원물
<처음이라 몰랐던 것들>","아련한, 가슴 먹먹한, 로맨스 판타지, 가상시대물, ROMANCE_FANTASY",MAY,다안,이보라
4462,몹쓸 수인들의 캣닢이 되었습니다,https://webtoon.kakao.com/content/몹쓸-수인들의-캣닢이-되었습니다/4462,https://kr-a.kakaopagecdn.com/P/C/4462/c1/2x/40a9aa2c-b223-4d89-a2ae-60751ccefe74.png,"까칠 도도 고양이들에게
사랑받는 인간 캣닢이 되다?!",False,월,"망국의 왕녀에 학대받는 실험체로 잔인하게 이전 생을 마무리했던 예르니안.
왕국이 무너지는 그 순간으로 돌아와 있다!?

이전 생과 달리, 묘족의 수장 리히트에게 무사히 구조된다!
무너져가는 묘계를 구할 유일한 희망인 '묘족의 메시아'이자 
묘족의 유일한 왕녀로 다시 한번 삶을 살게 된 예르니안.

묘족과 서로 상부상조하며 지내다가 때가 되면 자유롭게 떠나려고 했는데....
도도해보였던 고양이 왕자들이 자꾸만 예르니안에게 가까워진다?!","귀여운, 유머러스한, 로맨스 판타지, 수인물, ROMANCE_FANTASY",온쥬,유나,체르티
4463,연습생,https://webtoon.kakao.com/content/연습생/4463,https://kr-a.kakaopagecdn.com/P/C/4463/c1/2x/446a720d-f925-47a1-82a4-fdc582f696d3.png,"사랑하는 네 옆에 서고 싶어.
상처 많은 소년들의 사랑 이야기.",False,목,"굴곡진 인생에 재미를 잃은 소년 우주 앞에 나타난 
가수 연습생 평화는 무엇보다도 재밌고 설레고 빛이 나는 존재였다.

그저 평화가 데뷔하는 모습을 
옆에서 바라보는 것만으로도 충분하다 생각해온 우주는
어느새 그의 옆에 서고 싶다는 목표를 가지게 된다.

거침없이 다가오는 평화에게 소중한 감정이 싹트고
그 감정이 쌓이고 쌓여 결국 ‘사랑’이라는 욕심이 된다.

'네가 내 마음을 평생 몰랐으면 좋겠어. 하지만 알아줬으면 좋겠어.'
하지만 안다. 그러면 안 된다는 것을.
데뷔 전에도 후에도 연애하지 않겠다는 평화에게 민폐가 되고 싶지 않다.
그럼 과연 지금 평화의 마음은 어떻게 움직이고 있을까?

화려한 무대 뒤에 숨겨진 땀과 눈물,
아름답기만 한 줄 알았던 세계의 이면을 알게 되면서도
우주는 평화의 옆을 포기할 수 없다.

상처 많은 소년과 또 다른 상처를 가진 소년의 사랑 이야기.","설레는, 귀여운, 로맨스, BL, ROMANCE",마루,마루,
